N,P,K,temperature,humidity,ph,rainfall,label
76,43,33,15.80969715239769,43.12247355508971,6.1890796823563985,98.64204537805605,Wheat
66,49,31,24.16223706658286,40.327540508133026,6.129055894170685,68.38540178775648,Wheat
62,37,39,24.386091464928118,43.36572896559663,6.904141642593618,72.85695638592205,Wheat
84,32,45,18.069905490974108,54.886541051054785,6.691208325909561,77.9006820064223,Wheat
91,47,33,23.74411139724486,49.059067829662126,6.093441523220765,64.04819728131494,Wheat
72,44,34,18.935094753214916,41.200584308361414,6.120523370696607,77.43447183000038,Wheat
83,47,38,15.961871638801014,47.40492349170766,7.046007230060495,74.69494882340754,Wheat
83,48,34,23.627971348858242,47.43972187508826,6.940930383453807,61.537065943128525,Wheat
80,33,47,18.806301328167464,48.79322177380524,6.971383138506943,52.200058223752194,Wheat
61,49,34,24.02190595095454,52.47015573193731,6.935440796261734,52.27160621343002,Wheat
100,32,35,17.10376969309854,57.01936438103975,6.912141999209368,78.04518332882151,Wheat
77,47,34,22.26511719075193,52.48368682678381,6.735065235275016,59.96261625688149,Wheat
75,50,49,15.647942671086518,45.3014349701878,7.142343996475725,63.140361810998385,Wheat
69,42,38,15.070404066386601,41.44205585907882,6.191397729891557,62.6198814288674,Wheat
94,33,35,23.375527657644906,42.54731511388166,6.991976456481622,65.27073096983723,Wheat
92,36,44,23.097332302802485,40.04240227458501,6.095805909876487,93.61484968102178,Wheat
74,49,44,21.606227841935553,41.60557331201352,7.210755178779877,89.87426897115293,Wheat
77,38,32,19.935751194077064,48.65037718022633,7.159376055024735,55.48424753018436,Wheat
90,34,43,19.8410627723816,43.39786249440171,7.0735394299993,62.43691163849803,Wheat
91,44,30,19.513696913148266,42.463266462342766,6.3422090833940326,79.22626496988218,Wheat
65,50,44,19.538161777887183,48.52537091626119,6.841317347395645,51.507529015924675,Wheat
79,33,31,20.97449410158326,44.80902076591749,6.045445961279914,75.67489878518899,Wheat
95,32,44,16.06623779729664,48.38683761416183,6.166019255479322,67.63514786166937,Wheat
67,31,37,23.512965554974404,40.27066806675242,7.341423646156321,87.99650897745148,Wheat
61,46,38,21.431610372135676,51.904184866802375,6.568483045010192,88.19223949761297,Wheat
60,48,39,15.195675670258781,53.1832409564222,6.598530697590434,52.9214882130825,Wheat
85,44,30,20.400190177175016,46.523851936433964,6.522433647163042,55.4317731653957,Wheat
65,50,37,20.58550624457711,40.59443455945822,7.050038817262132,66.8410728937123,Wheat
65,42,50,22.973913676519274,54.719172302612144,6.572096205596929,75.61774405883682,Wheat
79,41,34,20.0286081787769,44.65554349809971,6.344184364115362,66.792781370785,Wheat
98,33,50,19.14482541667788,40.69914571041209,7.0705076245120075,51.75359230287274,Wheat
70,41,30,19.88141456162189,50.768161566535625,6.779032393405724,60.5995085984591,Wheat
62,40,38,16.892616340763624,48.81277402325648,6.71109671517875,87.68634793950494,Wheat
95,41,42,21.83558961954372,54.224185022753744,7.41877217891513,75.48618486488529,Wheat
78,32,32,18.029685277245278,49.90421465591304,6.465121867913256,64.02191364882852,Wheat
61,44,32,22.880547270251242,45.86227250433197,6.891614811244053,79.89339378553606,Wheat
76,49,31,24.82199067775856,40.859232596216,6.686638822855587,81.10060772604886,Wheat
93,49,46,19.218984998798483,51.02134950147973,6.105996686952033,70.82866752812384,Wheat
100,33,31,22.82845269517827,42.09665187792669,6.271983372413144,88.54061777315641,Wheat
70,36,47,19.126517105957014,47.520978443954945,7.292092585513185,85.41305178093887,Wheat
78,33,42,18.24034192549734,44.832358868762,7.078911309730142,68.87996173184536,Wheat
94,45,44,19.3584190356714,44.985134788989185,6.7975984099742135,55.53415227328151,Wheat
64,48,42,21.474297502801626,57.15468264644249,6.459486270167371,79.39401837065152,Wheat
75,48,31,17.141959711182288,57.03476786065452,6.055294252322525,95.46940191033892,Wheat
78,37,43,17.844281578181366,47.635228155321656,6.658376876847498,51.4927331845876,Wheat
99,44,44,21.991905300658253,56.41040512239299,7.010058437564534,57.078037408616815,Wheat
62,33,46,20.99169361745174,58.857930773910105,6.141264191432552,98.33597114600506,Wheat
90,30,34,21.873023161336253,50.104634956632886,6.8553397623744,97.32098621416293,Wheat
77,46,40,20.931893190568402,57.011483787114415,6.006968203297252,80.8341166373759,Wheat
64,37,37,23.204380301975515,59.25072897930859,7.24302358258933,76.28130275156803,Wheat
97,30,41,17.428090650916644,45.58508447152241,6.807541770837624,51.57296110203086,Wheat
61,31,37,21.26240359931657,51.38724918163591,6.3530736723210754,66.03061774186506,Wheat
63,38,40,24.55657323646411,44.46283073442286,7.068286722123669,97.95696517398143,Wheat
80,41,48,16.810713339858456,50.504155830479704,7.407789688741532,52.02705155131684,Wheat
87,41,41,22.13323273505869,42.031639466219815,6.17641231416881,84.00007806286501,Wheat
93,44,40,22.638581833188486,43.946178850714695,6.6347093850613374,73.10849004452004,Wheat
61,49,37,21.25530094259086,51.20881634393897,6.417257486079791,88.82199234130223,Wheat
76,36,38,21.023589435349628,45.62181690454924,6.047161174700583,74.55572272245632,Wheat
63,41,30,16.91078336660132,50.06615298399417,6.081056479283463,99.480507347866,Wheat
70,41,32,21.55261216664222,50.25362915717241,6.694345686650964,75.14897293681157,Wheat
60,38,39,22.84880095239957,57.68874341836774,6.443992155310737,64.91588219033592,Wheat
77,49,47,17.716350657285737,59.84599519189645,6.165599339732254,66.58871647379749,Wheat
66,45,45,15.593237888726819,49.96977075549812,7.114162424728194,71.68193574930066,Wheat
71,48,32,18.05367019033826,57.468196131929005,6.139182535322015,57.55990333779037,Wheat
69,37,42,15.501307617811502,46.21903348975983,6.260593383082485,82.32757551996974,Wheat
97,49,49,20.123628955990178,48.247885122378946,6.294301374065531,78.48125241190012,Wheat
77,47,32,23.375373416636897,58.045434743349034,7.046568617948624,88.065149493055,Wheat
82,41,37,23.017280532629243,49.383842963166245,6.861657280173548,54.48396609905334,Wheat
93,44,43,24.832569676115703,53.11841986337855,6.050422159019756,84.9582878490686,Wheat
70,38,49,20.419300560341057,40.674865451637366,6.480414754758665,60.90853094254531,Wheat
65,44,37,16.514435769952325,52.144285605470685,7.369470570362191,73.32426937332107,Wheat
79,47,39,24.654450861812535,40.845727966279064,6.809655845705947,52.314780097489056,Wheat
78,34,47,16.25341767390133,49.826415057567985,6.269049765368453,65.98934178724734,Wheat
62,42,49,23.883731726388728,53.18859265968298,6.370706127244001,52.73039651606031,Wheat
79,44,47,16.848768127804238,49.29037738917196,6.625013329433304,55.867682983659485,Wheat
62,48,42,24.604622172270805,41.78440059254004,6.6565010420088395,71.55271994232484,Wheat
73,40,31,18.794460586765883,59.94168091622948,7.176604436997195,84.66394326375047,Wheat
88,43,48,16.346482233940772,49.65590695458944,7.305914163982311,79.5804623409042,Wheat
96,39,30,21.5975421464236,55.49669887295277,7.310213130974923,69.27823996831901,Wheat
89,38,31,15.110980109962796,52.930771776382294,6.913590530647645,54.21793561847709,Wheat
74,34,49,15.63007218618639,49.60486512360216,6.141980237605351,93.02133185011593,Wheat
62,47,39,24.693987623616557,52.62759548320952,7.184569728411283,67.57912938587148,Wheat
71,45,35,21.26322776602853,43.488311972598176,7.361777610737691,76.10790053620093,Wheat
63,37,36,16.64595985756041,55.87976885932767,6.029457474252467,73.03657643406908,Wheat
100,41,37,22.918815878609088,50.96953896747846,6.498652038127543,99.41976270304284,Wheat
70,32,46,20.687974062578338,53.80274640737924,6.326596896737094,51.77941998614972,Wheat
100,47,38,22.318657136399764,43.23577298132052,6.324695098007345,62.466527508261635,Wheat
79,40,35,23.562173258663258,53.34277684315367,6.88029860007875,97.73403541294945,Wheat
67,30,37,21.25008987818447,48.7548115658436,7.321963880629683,70.48013221606286,Wheat
98,49,45,18.37139097197822,51.71672419574682,6.1549532963190945,63.43392876266711,Wheat
67,50,35,19.019465720032052,51.38378812088217,6.340786716179429,53.15435254721345,Wheat
86,37,43,18.653312494961526,47.83527559403422,7.439029269142219,70.0907202519021,Wheat
68,38,43,19.176111238620557,44.518193723543334,6.904437217303966,75.59276601069628,Wheat
80,44,30,19.612269600016422,53.247126898581065,6.349530134583932,83.65060615175346,Wheat
64,33,48,23.752088242459024,49.011668943733454,6.557989716341134,76.77183414515763,Wheat
90,46,49,23.073161067545556,53.91017948509117,6.254016769625786,92.02342006208043,Wheat
83,48,39,20.29982632688553,56.00020810044469,6.633366599963591,53.91200425020335,Wheat
73,45,45,22.97848656400631,45.421334505399145,7.283971593810215,99.74465506249825,Wheat
70,45,41,18.91990168749059,47.775915400307,6.715947681263118,96.83194103406848,Wheat
66,44,41,17.318661716973423,45.060750387644724,6.974907732356019,72.69555679771615,Wheat
63,38,41,16.440366037550902,58.174138086141596,6.942115114811882,80.96047859442533,Wheat
66,31,35,23.951689344414053,55.402462685780314,6.289887046102814,89.61953235934595,Wheat
62,34,32,22.419463269277706,42.87324100156291,7.294526954044435,61.574328202092325,Wheat
63,45,32,20.138950269120492,48.56895501622572,7.22460567554161,53.16641152221988,Wheat
73,30,40,19.14210379796988,48.289531357333466,6.761815571381284,92.10662461744187,Wheat
69,37,37,21.617754618475182,46.62868798086795,6.851310547221776,81.69528748445194,Wheat
80,40,36,15.917366276599324,43.23473210234896,6.738919811795431,58.728330270309584,Wheat
72,39,42,23.57694509690929,55.549691115322574,7.34743036074419,70.6451603127555,Wheat
70,44,44,18.49827744392408,45.07870394072583,6.767708732276357,63.4750165809035,Wheat
77,48,49,16.088733937844896,52.25424850747329,6.762505004117443,97.61294911915834,Wheat
88,43,34,24.66588217814313,58.1403808596266,6.573822180704929,68.56552590469123,Wheat
64,39,37,17.229522699452513,49.94010982342296,6.826320004229965,62.483517944599555,Wheat
99,50,35,16.712672472385236,55.822255200962,6.431149261420425,79.8212355462307,Wheat
76,36,43,24.28621415768216,50.26112600559121,6.763994287955046,87.74583778183921,Wheat
80,44,37,17.175571028333156,41.46890103968063,7.471967804063526,50.82022995436867,Wheat
88,35,42,17.150628531003058,45.542096515008836,7.214082711153505,62.42820413273435,Wheat
78,49,49,24.80777903829143,43.096942069651256,6.793694339138078,55.6385105377697,Wheat
73,49,43,16.797101238198753,49.62062415631236,6.6159083926552675,75.08515173733247,Wheat
91,42,43,19.80220757035219,56.60549048494785,6.232559721132685,65.35066054406137,Wheat
71,32,30,16.574044393282687,58.960930070011386,6.08615711961689,55.1428562807972,Wheat
78,35,50,24.24129290738314,51.18655611610974,6.682503890586667,99.94555572142092,Wheat
97,50,32,24.373797283673373,49.628734544114764,6.776220689410191,99.98285716860488,Wheat
75,47,42,16.29255315839462,57.294596040217684,6.0630734190653754,71.54922765248253,Wheat
88,50,39,22.899838690895024,59.153698151008555,7.496634290715921,79.01044534053818,Wheat
73,32,46,19.619677644476145,51.56128378378173,7.045652663414035,94.2460508929521,Wheat
61,35,36,24.534559167553386,58.87443741077012,7.1258121427893295,52.638723865461046,Wheat
90,35,38,21.7023698603929,41.86032538433087,6.237034250085348,86.24904780665409,Wheat
91,34,31,18.194043472212673,42.965880933975,7.438710084202706,55.586108762280745,Wheat
72,38,36,23.33482771242237,45.05298179442609,7.013261033066061,92.25247285079595,Wheat
93,42,41,18.503326391008983,41.75840458506508,7.000677660441763,73.38987197729257,Wheat
76,35,39,20.835903271090277,45.58107072008766,6.721867908044129,94.14380329348089,Wheat
74,44,44,23.431584780122712,56.90261023522221,6.482089390370851,50.35581184620193,Wheat
82,35,39,22.586824573057086,45.84151489847107,6.674905087161649,50.074290663584634,Wheat
79,45,48,21.042156121903005,41.802714408616964,7.348874411882948,78.75002216861347,Wheat
85,47,37,18.784924920285754,57.09972089031572,6.022956600176574,86.12583730740646,Wheat
79,38,33,24.666728100127656,46.599070059176796,7.1825170173869655,82.57756388827156,Wheat
60,43,34,17.090495519981484,51.761265561440595,7.281611982810458,77.61965751086761,Wheat
88,41,36,22.174698540453605,41.755450794529665,6.756461443634219,61.915350279573104,Wheat
88,40,48,20.668336181332762,53.73548883864752,7.416137400860339,84.70853362881428,Wheat
93,49,36,15.841780092916672,52.73079608359257,7.223952241305803,65.93040072726183,Wheat
74,40,46,16.694714866806525,42.12261620886301,7.425830114873635,65.52653227515171,Wheat
93,31,36,21.388722227200887,47.26470559757001,7.471400846752392,95.78076838117425,Wheat
75,40,49,20.030542537568984,48.83054574250997,7.196585783133848,78.15830762529475,Wheat
75,50,47,16.902356883127023,58.69225000132816,6.164250547752035,66.74125920324357,Wheat
63,38,46,24.065633207122424,57.75405109286038,6.6820756976550815,60.45661812892645,Wheat
73,47,47,17.27923667315653,44.26621736764992,7.375619589828216,96.74651413709404,Wheat
100,45,43,20.71737952589633,47.63442745205009,6.274807052573015,89.24450894417816,Wheat
97,46,48,22.18727233348453,43.957041961036765,7.09547932631798,63.56578558389587,Wheat
82,47,37,19.283889303258388,47.483161325606844,6.987152434410031,70.86663731290972,Wheat
74,40,50,22.595446920444502,51.24801735380606,6.9343696832186055,83.70974091141701,Wheat
73,32,30,20.236329006724294,54.03794303826285,6.764237019319363,74.8407164433491,Wheat
61,36,37,16.22204476951987,59.124974103822126,6.907007295620102,82.0660206843711,Wheat
61,33,40,21.720342883965767,44.74442056962257,7.02129617902129,93.71982757214198,Wheat
92,48,48,19.303297756401896,40.11530076618001,6.3520900108325655,93.72158331704256,Wheat
79,36,40,16.100331711947284,42.06171907371423,7.466652309539114,51.781576824888774,Wheat
93,35,39,24.735722165138874,56.49257408611564,7.009114019778869,86.16664364491433,Wheat
97,37,41,17.97801525464728,54.74138161237669,6.738637353637636,56.67673646977005,Wheat
69,37,30,15.013731943406643,41.624543538761046,6.379247708549202,53.92688116122618,Wheat
74,30,40,17.64643292855243,44.31965608680364,6.092385981861855,64.91166214336553,Wheat
89,38,47,21.80705842438879,41.23911899439522,6.138095802632398,68.52246685353045,Wheat
94,33,37,22.27609610762337,45.80927893298556,6.7131335174744144,85.93178133776993,Wheat
72,39,50,23.454810736073725,57.45511806260242,7.422251099271245,52.63286807380353,Wheat
82,43,31,18.243639123567043,42.24198852800713,6.227048468576733,65.35658168790215,Wheat
83,40,50,15.782558767657566,54.01062635232311,6.0834911698961776,73.04078684171314,Wheat
87,31,49,16.394457079556823,43.65160827649281,7.496241129348755,66.55495146204909,Wheat
69,50,38,16.696951701149416,45.4693410474499,6.859780106136801,50.202097678357354,Wheat
65,31,31,15.398269466371966,43.695220035995895,6.842133230346491,73.85596208680934,Wheat
64,40,49,23.876271590586853,45.53919544916081,7.058214379010709,53.640102336341585,Wheat
70,36,34,22.00915882543422,56.209676100577795,6.912699031794299,71.71527518694985,Wheat
89,49,32,17.833642800818808,46.83835871206541,7.323124697451643,61.01103351533909,Wheat
85,50,47,18.20202206157522,46.17758533859122,7.4872334974597665,54.23004404631861,Wheat
69,40,48,20.053613025763774,52.810048324900194,7.141405399505542,71.27373730118097,Wheat
95,35,42,19.459489091359384,54.416355562317726,7.006423996435596,75.84477988638547,Wheat
63,49,40,21.680648421574137,53.72313885834028,6.178432499164383,87.17642100568995,Wheat
88,49,39,18.91600326848964,45.564106617478366,6.4356466723446175,55.125795768102385,Wheat
87,46,42,19.40953188648929,53.03104377451818,7.020025183919032,82.53824807753745,Wheat
84,48,43,23.21737008861453,47.46756810217442,6.164968154800396,98.68518229220915,Wheat
89,40,38,22.392053222211818,42.135818184319625,7.1122688349850005,80.49779711915545,Wheat
81,43,43,22.800237643287907,52.335607197785215,6.128143222109967,65.39469380373137,Wheat
83,49,35,15.010327215406704,55.864592022455824,7.144671785754027,64.68514144020017,Wheat
81,32,37,17.81110748626581,53.93766353533463,6.487343168820028,86.34991046958953,Wheat
97,34,39,20.39547298889076,44.392635666883635,6.086060965704786,55.47653467416333,Wheat
86,46,35,24.135305208032047,53.74999613325389,6.950894326528681,98.3928208816545,Wheat
72,32,35,24.180721536345015,44.470111754712306,7.235257407206137,57.22386987823009,Wheat
61,45,36,16.381731031278456,46.8473593178479,6.333265542914171,96.54420299407879,Wheat
80,31,47,20.902977251269853,48.60813779734599,7.417240021113685,73.91482519925604,Wheat
75,34,50,21.807826316546265,51.985894716113464,7.182432518762503,91.74959102895757,Wheat
60,44,31,21.32989242689824,49.13299942088486,6.3225357786814795,92.88382291522932,Wheat
71,37,35,24.031514830602873,48.09602087223241,6.634139999163935,71.92726306333884,Wheat
63,42,45,20.603970172389616,52.745919089981825,6.665297299265509,57.5484511946419,Wheat
88,50,46,16.507252005715095,50.244245270358576,6.540228485657034,57.09681541183948,Wheat
96,43,47,20.67596911872834,58.26190280889922,6.9364948952666765,59.03010934607574,Wheat
63,44,46,21.15967687239144,53.16746537210077,6.579398175754425,80.10030555217602,Wheat
61,43,46,16.317021758263547,49.238704112757205,6.869644728626035,99.21749221816233,Wheat
86,40,37,23.218595745944043,54.683160890600774,6.795203910922886,52.73604411372343,Wheat
84,39,41,23.298365773949484,41.30611588207437,6.637173719687336,93.64408617302747,Wheat
87,49,31,19.829076244590123,53.988062568295376,6.159786763845037,58.91586069621366,Wheat
66,44,50,17.603897791224774,46.836854436359154,6.973034629655608,64.23857918863489,Wheat
66,45,36,24.89859407231073,42.39680738902232,6.522910893437385,63.45315182988322,Wheat
74,31,34,20.18200230338112,51.34437863355332,7.141738998296266,86.2506346846607,Wheat
90,37,49,21.77363520524463,57.68247461303826,7.071327548063606,99.18888505236248,Wheat
87,37,43,15.972564096420415,55.81434629199376,6.386510540242968,84.05051354729716,Wheat
91,45,39,17.238030061813483,42.64675727100724,7.102373441856399,62.19432581744817,Wheat
96,45,46,18.76620886426909,57.65022951024966,7.245931133540825,52.84025822798322,Wheat
84,50,47,21.762025799932943,43.957976775766724,6.61998479408028,66.649255012017,Wheat
62,32,35,22.468374123011913,56.68049275238437,6.002796167408416,91.0505046282272,Wheat
93,30,47,17.302776446788975,53.99223081005791,6.114252304655908,65.97288194517192,Wheat
78,45,47,15.774377424315984,45.41324819362736,6.3976260084280225,78.94085958617495,Wheat
67,39,46,17.47066367223653,59.63841991456083,7.407889735738463,88.10042768445939,Wheat
71,37,35,24.995479315028305,45.84251301506444,6.213285380858543,79.16784409310333,Wheat
89,30,36,19.53436932915569,52.67087080367753,6.191509903003177,71.54019434848165,Wheat
60,35,49,24.361887502575243,43.85078764178277,6.286730655476728,57.39778980957951,Wheat
95,32,30,18.437236805142447,47.74473135239247,6.212660897310216,61.06665641232267,Wheat
66,38,35,24.29343436957469,51.09767262333967,7.033672955351502,63.40936207740181,Wheat
74,30,30,18.841327060595734,50.81390974264002,7.4945893364926475,59.46070432659095,Wheat
90,40,47,20.736655329635067,48.630157990319034,6.391375044096017,97.83171363961767,Wheat
63,44,50,23.14081633959201,40.90266110039389,7.022301385895744,69.27294558516849,Wheat
98,50,35,20.772149758394477,48.62885708276335,6.190199229226882,95.88794831797608,Wheat
100,41,32,23.818886044412,49.478874536371286,6.665136720172811,94.42813114367956,Wheat
85,32,37,22.52989604300041,43.61054158185986,6.623863931682019,74.29959594841837,Wheat
93,35,35,19.819268933818353,47.52868066522239,6.091819471815337,65.24737119552066,Wheat
74,31,32,20.93306101952057,59.55083640110415,6.034346714372285,56.62444055829763,Wheat
83,35,46,17.929387498328442,47.21282612606389,7.085375224855142,99.59530989688977,Wheat
64,33,35,17.54116488443994,57.6077439871369,6.315895074682674,55.59031839304204,Wheat
72,34,36,15.72230402151438,51.80948317785362,6.7503678812028145,83.72825780937751,Wheat
81,30,34,24.279412136747005,49.94926290047074,7.256500649357576,66.99209863913123,Wheat
91,33,44,19.35971053561878,42.36545846213754,6.946449447933094,92.71244404208099,Wheat
87,41,47,20.7690834225477,52.634710314428986,7.435079427570387,97.67944257712827,Wheat
99,44,48,21.608888888558532,53.48989652509913,7.291732694510447,95.06094196131593,Wheat
95,42,44,21.71372704885562,55.75983401963967,6.2317955037334745,86.6818241157701,Wheat
87,50,40,18.390984773822247,56.795342062467284,6.013055070186498,83.87582611244856,Wheat
97,32,36,16.866631199568904,59.792457118058586,6.058763694106522,67.99327128912397,Wheat
76,47,42,16.939186641727662,51.754243006883655,6.792383398067126,81.19074787575646,Wheat
63,47,48,18.533243284116182,48.166523077638814,6.332292124548289,94.93209316431944,Wheat
86,40,46,23.108923415609972,45.40886524261886,6.571610416634627,52.253882022030965,Wheat
80,45,44,18.766425939410762,48.16629199575313,6.331126129607452,55.60041932445729,Wheat
96,40,39,18.149071603247954,42.20682426984762,7.441325053953898,56.82638118017954,Wheat
90,50,50,24.107360856454093,41.83273611281992,6.655777330989106,56.98311106767046,Wheat
63,49,36,15.281389973666258,43.09406656384673,7.484421981238174,91.66681496957509,Wheat
60,31,47,17.43223039223544,47.59572291742329,7.380042676342649,75.56886823961999,Wheat
77,30,46,23.477335606246086,57.31947429386027,6.9111267447982225,64.32052949762817,Wheat
99,38,47,15.779476464417286,46.72196235693367,6.587244240999634,58.0703961947346,Wheat
87,49,30,23.227538536683063,45.07922261138234,7.048205895272597,62.354290986072726,Wheat
88,38,46,19.382029926246357,43.40843991400057,7.347031601631116,54.30809516609615,Wheat
70,46,50,15.947932350405186,47.6068199556499,6.57706750615502,67.12310694579544,Wheat
83,35,49,15.413416752485295,44.76789154827644,7.032887281865136,90.0115805557647,Wheat
99,46,40,15.837899409337409,49.774158760599654,6.957767261096804,70.05761159850978,Wheat
84,37,41,21.38636640798963,51.03486935929938,6.08670839655393,61.21363852275828,Wheat
94,38,40,23.487514037020027,45.40363272664871,7.28897001097623,71.09966715068043,Wheat
88,45,48,22.499954942326447,56.25543606662866,6.11234063412097,67.34035891436136,Wheat
86,36,46,23.16666296730576,40.7120819586952,7.183831821481583,84.44848744617234,Wheat
84,46,46,18.84942889612237,57.94163101781414,7.457085146382835,92.2836101959666,Wheat
90,50,30,23.386891204515145,59.6924542930312,6.147944706115119,55.63233796241754,Wheat
65,42,43,16.991822214242045,54.46819931624726,6.123250558055174,76.4717199898557,Wheat
75,34,40,21.765148213167134,57.40222889808369,6.480544631639958,94.40849878216407,Wheat
98,50,47,18.57674355815742,53.14608229898032,6.710196219741439,91.728065659361,Wheat
70,35,46,22.13766413859308,41.941131291593145,6.104386390269676,61.34822840688677,Wheat
86,31,43,24.287411218229558,43.37930609816635,7.460572959728081,54.516695098087126,Wheat
70,31,43,17.793936087424978,46.708376973161634,6.595188166277144,95.89500318521404,Wheat
72,33,32,16.96864671724171,55.01919872824028,6.934926476794813,90.68944628253772,Wheat
94,41,44,17.78793774331811,49.51289626991464,7.464944491698474,90.62271340962084,Wheat
79,35,37,19.997550497440855,56.08660553506087,7.378219897536982,88.90880832501328,Wheat
65,50,47,18.048478891916155,48.53479036274486,6.180117753690833,98.96994548275958,Wheat
74,33,39,18.567679344641,55.682217657614075,6.117760836065267,63.65620468403493,Wheat
74,47,36,19.67679269333903,53.01721906184133,6.084613183551667,86.27292662568331,Wheat
88,42,30,24.671955738038175,46.10736726028344,6.270615531755309,94.79529333659411,Wheat
68,49,33,22.75157282761743,41.361809530592645,6.217233449686269,73.21720458508534,Wheat
72,40,32,18.627480631543968,55.09045302188247,7.388624642911983,56.4307328019067,Wheat
74,33,44,20.0150177094719,53.298980660732624,7.069242884195299,87.47622531851397,Wheat
72,31,48,16.874212256328114,58.14237433747869,6.468353824167557,58.01197552303732,Wheat
84,44,37,23.361527743314866,49.94362555537188,6.659423985487286,83.37068009529139,Wheat
95,50,32,15.928788366407872,40.706961441337064,6.587294462003383,54.6769308391206,Wheat
85,49,32,21.364875690281266,42.66359014467481,6.1989715925854805,50.916693534586535,Wheat
70,37,45,20.111704309649845,59.653123187449445,7.439232725170944,97.25894031485211,Wheat
76,35,47,20.35286539081235,56.92399061486142,7.16249960108985,78.42690495464244,Wheat
83,46,34,18.613226641412446,43.20125825578151,6.605609748706417,76.94522813455002,Wheat
64,41,37,15.04796691399318,55.75179463852274,6.541268453979719,82.53903355910103,Wheat
76,36,37,16.90606010390855,54.5265223493956,6.740384287194094,78.28376863443967,Wheat
80,48,43,23.805895426379386,40.38190014746274,6.362009229995389,73.42754438050864,Wheat
94,44,33,21.859259128306476,54.13619807805023,7.182079792951963,71.7544206175947,Wheat
84,34,49,24.02648834678107,48.19638203041536,6.099049941474024,61.163443816128364,Wheat
88,46,47,24.733719267126162,48.16611231201558,7.02543760430917,81.24146757661742,Wheat
77,43,48,18.84154591815078,40.44088570443566,6.139100872073668,95.09508141357989,Wheat
65,42,50,24.11961479545679,44.289587141367804,7.079051547573641,78.46471900468396,Wheat
78,39,34,18.58973440573506,44.1616961824612,7.48567556920131,77.48668730395426,Wheat
64,32,46,16.925434977149973,54.053086531732546,6.905233157820062,82.04933700132179,Wheat
82,39,46,24.977171082450024,56.47842343912528,6.87241729899811,66.41618911949024,Wheat
60,43,36,15.763384165475205,50.00079856533623,6.646950473228583,63.32430111682155,Wheat
95,45,32,21.819601611622264,58.88651888390059,6.120136100016167,87.28121867609306,Wheat
63,44,33,24.738601571240743,52.98673348539002,6.209730826016309,55.82243503569695,Wheat
80,43,49,16.37581891908273,59.14318950819633,6.840014238642865,79.79220880505868,Wheat
71,33,42,19.524324909382074,41.34391704443616,6.851453497769859,50.52151893610761,Wheat
68,31,49,15.929430930467545,44.16788300750822,6.037044558975349,50.153312730476344,Wheat
64,30,40,23.680027581005504,49.78181184013566,6.60137713890558,66.10689726995739,Wheat
94,31,42,23.792157569420958,45.04375839876781,6.548780911607843,93.22854665974525,Wheat
93,49,34,24.019650069078335,41.54656334634533,6.574160197231552,88.50672110844474,Wheat
81,44,33,20.81100087602203,44.502707569311795,7.246633654809747,92.1990140400894,Wheat
68,31,30,18.17918055922633,47.4471582707018,6.8826492360949985,69.33884935325575,Wheat
94,30,50,19.350715268139872,56.1702816501079,7.4654709078988315,80.16254151976456,Wheat
80,41,41,22.60246054154559,48.48858166754383,6.960887164948761,89.93994746283832,Wheat
67,42,32,24.817355081994958,59.16489036223702,6.0936659995603755,61.22748229632323,Wheat
81,37,47,23.471107472752912,55.605798404507155,6.564171502291073,57.84067821687978,Wheat
76,38,30,19.74121116105401,53.1463222074765,6.128489539248554,71.278983877514,Wheat
70,47,48,23.064698389381856,49.11158487447331,6.092840756767035,98.55708050410458,Wheat
61,47,37,16.164387718966406,52.8597853497049,6.213902126766636,99.00195248321472,Wheat
78,50,41,20.697067277145237,54.59895549877067,7.0505377675691,86.19292407648632,Wheat
100,37,45,20.775407625340108,51.3364560496957,6.902833807877072,69.69413677276818,Wheat
89,38,41,21.236431547542907,43.42530334835436,7.083953109653758,72.1395338150891,Wheat
62,47,36,23.229801534457597,48.10048072555128,6.569435039655414,57.90376331240969,Wheat
98,46,42,16.584582719971987,44.94946310265736,7.034169958964613,63.7232128484665,Wheat
67,30,38,17.47005134553625,51.72726980058345,6.596547968434171,65.58492607147437,Wheat
87,34,37,23.61309849094454,54.49932833008915,6.351730952982253,67.73905634235048,Wheat
100,30,49,24.774219701857675,40.4281408545697,6.564258024208083,70.82212417379229,Wheat
66,48,47,19.866573267297397,50.85973925115561,7.382472489368728,61.28648727517809,Wheat
89,34,50,24.658679058034117,55.85227240367179,6.135674701048323,75.67358135922501,Wheat
89,30,31,18.53431575881783,44.02288093940976,6.903574624009927,88.93964362843941,Wheat
88,31,41,15.765620353369915,54.97763656244658,6.730897847793536,91.2476676225271,Wheat
64,34,38,20.6983860886807,42.90348166501747,7.204160782259198,55.50916288213887,Wheat
78,38,43,19.24193437159515,53.19168504745844,6.923636739656747,72.34088505025976,Wheat
60,41,30,17.225212762895875,53.501696119057996,6.357593919333516,88.35861655032735,Wheat
64,44,44,21.644709660463317,59.53171958596867,6.360832096324614,74.98656810791584,Wheat
83,48,47,18.115314945356996,41.801250048769234,7.311858651824927,80.03452183613172,Wheat
69,35,34,20.91397464615234,57.53528785447373,6.26480257770474,93.94051589170216,Wheat
98,39,35,19.88601616063292,45.31854613275166,6.272474488196596,73.47404003951544,Wheat
